genome_name,name,Lineage,Phyla,Group,strain,biosample,bioproject,study,reference,code,accession,assemly_status,size,gc,replicons,wgs,scaffolds,cds,release_date,genbank_ftp,refseq_ftp
GCA_003154555.1,Spirochaetaceae bacterium,Bacteria;Spirochaetes;Spirochaetia,Spirochaetes,Spirochaetes,fen_1365,SAMN08179733,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003154555.1,Scaffold,3.467,63.1,,PMDT01,418,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/154/555/GCA_003154555.1_20120700_E2X,
GCA_002414225.1,Desulfobulbaceae bacterium UBA5121,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,UBA5121,SAMN06457174,PRJNA348753,Parks 2017 UBA reassembly,"Metagenomic sequence data was obtained for multiple sites on three SE Queensland river estuaries (Logan, Maroochydoore and Noosa). The study is looking at the ecological communities in each of these systems, and how they are impacted by pollution and envi",Estuary,GCA_002414225.1,Scaffold,3.5328,63.1,,DHYV01,59,0,2017-10-03T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/414/225/GCA_002414225.1_ASM241422v1,
GCA_002448905.1,Desulfobulbaceae bacterium UBA6913,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,UBA6913,SAMN06450854,PRJNA348753,Parks 2017 UBA reassembly,"Metagenomic sequence data was obtained for multiple sites on three SE Queensland river estuaries (Logan, Maroochydoore and Noosa). The study is looking at the ecological communities in each of these systems, and how they are impacted by pollution and envi",Estuary,GCA_002448905.1,Scaffold,3.48818,63.2,,DKAZ01,105,0,2017-10-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/448/905/GCA_002448905.1_ASM244890v1,
GCA_003157745.1,Bryobacterales bacterium,Bacteria;Acidobacteria;Acidobacteriia,Acidobacteria,Acidobacteria,fen_298,SAMN08179553,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003157745.1,Scaffold,5.81608,63.2,,PMKM01,255,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/157/745/GCA_003157745.1_20120600_E2D,
GCA_001443455.1,Deltaproteobacteria bacterium CSP1-8,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,CSP1-8,SAMN03462095,PRJNA262935,Sediment metagenome,Hug et al. 2015,Sediment,GCA_001443455.1,Scaffold,2.17727,63.5,,LDXO01,46,2130,2015-11-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/443/455/GCA_001443455.1_ASM144345v1,
GCA_003157225.1,Actinobacteria bacterium,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Actinobacteria,fen_683,SAMN08179592,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003157225.1,Scaffold,3.54735,63.5,,PMIZ01,535,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/157/225/GCA_003157225.1_20120600_E3D,
GCA_004365595.1,Pseudodesulfovibrio indicus,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,DSM 101483,SAMN10362779,PRJNA500343,JGI Isolate sequencing,NA,Isolate,GCA_004365595.1,Scaffold,3.95865,63.5,,SOBK01,25,3541,2019-03-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/365/595/GCA_004365595.1_ASM436559v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/004/365/595/GCF_004365595.1_ASM436559v1
GCA_001563225.1,Pseudodesulfovibrio indicus,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,J2,SAMN04440740,PRJNA309781,Isolate sequencing,Cao et al. 2016,Isolate,GCA_001563225.1,Complete,3.96657,63.5,chromosome:NZ_CP014206.1/CP014206.1,,1,3471,2016-02-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/563/225/GCA_001563225.1_ASM156322v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/563/225/GCF_001563225.1_ASM156322v1
GCA_001799715.1,Elusimicrobia bacterium GWB2_63_16,Bacteria;Elusimicrobia;unclassified Elusimicrobia,Elusimicrobia,Elusimicrobia,,SAMN04313851,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001799715.1,Scaffold,2.867,63.6,,MGTZ01,62,2418,2016-10-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/799/715/GCA_001799715.1_ASM179971v1,
GCA_000420485.1,Desulfovibrio longus DSM 6739,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,DSM 6739,SAMN02441247,PRJNA185535,JGI Isolate sequencing,NA,Isolate,GCA_000420485.1,Scaffold,3.70183,63.7,,ATVA01,19,3324,2013-07-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/420/485/GCA_000420485.1_ASM42048v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/420/485/GCF_000420485.1_ASM42048v1
GCA_000428825.1,Desulfomicrobium escambiense DSM 10707,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,DSM 10707,SAMN02440873,PRJNA185353,JGI Isolate sequencing,NA,Isolate,GCA_000428825.1,Scaffold,3.78211,63.7,,AUAR01,38,3257,2013-07-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/428/825/GCA_000428825.1_ASM42882v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/428/825/GCF_000428825.1_ASM42882v1
GCA_002840355.1,Elusimicrobia bacterium HGW-Elusimicrobia-3,Bacteria;Elusimicrobia;unclassified Elusimicrobia,Elusimicrobia,Elusimicrobia,HGW-Elusimicrobia-3,SAMN06767665,PRJNA321556,groundwater metagenome/Subsurface,Hernsdorf et al. 2017,Subsurface,GCA_002840355.1,Scaffold,2.88259,63.8,,PHAL01,95,2540,2017-12-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/840/355/GCA_002840355.1_ASM284035v1,
GCA_001874525.1,Pseudodesulfovibrio hydrargyri,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,BerOc1,SAMN04041570,PRJNA295130,Isolate sequencing,NA,Isolate,GCA_001874525.1,Scaffold,4.08158,63.8,,LKAQ01,5,3644,2016-11-10T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/874/525/GCA_001874525.1_ASM187452v1,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/001/874/525/GCF_001874525.1_ASM187452v1
GCA_002307245.1,Spirochaetaceae bacterium UBA1306,Bacteria;Spirochaetes;Spirochaetia,Spirochaetes,Spirochaetes,UBA1306,SAMN06451774,PRJNA348753,Parks 2017 UBA reassembly,Wetlands Surface Sediment Feb2011 Site L1 Cattail Project,Wetlands,GCA_002307245.1,Scaffold,4.10335,63.9,,DBTW01,222,0,2017-09-15T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/307/245/GCA_002307245.1_ASM230724v1,
GCA_003158735.1,Myxococcales bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,fen_1121,SAMN08179538,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003158735.1,Scaffold,6.49494,63.9,,PMLB01,467,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/158/735/GCA_003158735.1_20120600_E1D,
GCA_003154615.1,Myxococcales bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,fen_1132,SAMN08179729,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003154615.1,Scaffold,5.22393,64.1,,PMDW01,566,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/154/615/GCA_003154615.1_20120700_E2X,
GCA_001799645.1,Elusimicrobia bacterium GWA2_64_40,Bacteria;Elusimicrobia;unclassified Elusimicrobia,Elusimicrobia,Elusimicrobia,,SAMN04313850,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001799645.1,Scaffold,2.74499,64.2,,MGTW01,78,2404,2016-10-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/799/645/GCA_001799645.1_ASM179964v1,
GCA_003157495.1,Opitutae bacterium,Bacteria;PVC group;Verrucomicrobia,PVC;Verrucomicrobia,PVC,fen_1433,SAMN08179569,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003157495.1,Scaffold,4.41847,64.2,,PMJW01,442,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/157/495/GCA_003157495.1_20120600_E2D,
GCA_003158775.1,Myxococcales bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,fen_1119,SAMN08179535,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003158775.1,Scaffold,5.32984,64.2,,PMLE01,502,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/158/775/GCA_003158775.1_20120600_E1D,
GCA_003158395.1,Myxococcales bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,fen_1127,SAMN08179594,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003158395.1,Scaffold,5.34942,64.2,,PMIX01,461,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/158/395/GCA_003158395.1_20120600_E3D,
GCA_003157735.1,Myxococcales bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,fen_1124,SAMN08179554,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003157735.1,Scaffold,5.20742,64.3,,PMKL01,446,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/157/735/GCA_003157735.1_20120600_E2D,
GCA_002841355.1,Actinobacteria bacterium HGW-Actinobacteria-1,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Actinobacteria,HGW-Actinobacteria-1,SAMN06767545,PRJNA321556,groundwater metagenome/Subsurface,Hernsdorf et al. 2017,Subsurface,GCA_002841355.1,Scaffold,2.4469,64.4,,PHFB01,28,2331,2017-12-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/841/355/GCA_002841355.1_ASM284135v1,
GCA_000422245.1,Desulfovibrio alkalitolerans DSM 16529,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,DSM 16529,SAMN02207451,PRJNA208570,Isolate sequencing,Brown et al. 2013,Isolate,GCA_000422245.1,Contig,3.20233,64.5,,ATHI01,32,2874,2013-07-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/245/GCA_000422245.1_D_alkalitolerans_DSM16529_v1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/422/245/GCF_000422245.1_D_alkalitolerans_DSM16529_v1.0
GCA_003137035.1,Bryobacterales bacterium,Bacteria;Acidobacteria;Acidobacteriia,Acidobacteria,Acidobacteria,fen_235,SAMN08179260,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003137035.1,Scaffold,5.06829,64.6,,PLEM01,549,0,2018-05-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/137/035/GCA_003137035.1_20111000_E3D,
GCA_004348925.1,Actinobacteria bacterium,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Actinobacteria,1MN72D_65_13,SAMN10188309,PRJNA475330,groundwater metagenome,NA,Subsurface,GCA_004348925.1,Scaffold,2.24563,64.8,,RCMX01,7,2105,2019-03-13T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/004/348/925/GCA_004348925.1_ASM434892v1,
GCA_002789985.1,Deltaproteobacteria bacterium CG_4_9_14_3_um_filter_65_9,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,CG_4_9_14_3_um_filter_65_9,SAMN06660058,PRJNA362739,aquifer metagenome,Probst et al. 2031,Subsurface,GCA_002789985.1,Scaffold,2.71524,64.9,,PFUH01,426,2755,2017-11-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/789/985/GCA_002789985.1_ASM278998v1,
GCA_001803235.1,Lentisphaerae bacterium RIFOXYA12_64_32,Bacteria;PVC group;Lentisphaerae,PVC;Lentisphaerae,PVC,,SAMN04316206,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001803235.1,Scaffold,10.642,64.9,,MHBL01,503,6876,2016-10-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/803/235/GCA_001803235.1_ASM180323v1,
GCA_007280195.1,Deltaproteobacteria bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,PowLak16_MAG18,SAMN09989695,PRJNA489439,lake metagenome,NA,Freshwater,GCA_007280195.1,Contig,1.67049,65,,QYPW01,140,1690,2019-07-22T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/007/280/195/GCA_007280195.1_ASM728019v1,
GCA_001803305.1,Lentisphaerae bacterium RIFOXYB12_FULL_65_16,Bacteria;PVC group;Lentisphaerae,PVC;Lentisphaerae,PVC,,SAMN04316207,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001803305.1,Scaffold,10.3127,65,,MHBP01,392,6584,2016-10-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/803/305/GCA_001803305.1_ASM180330v1,
GCA_000189295.2,Desulfovibrio desulfuricans ND132,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,ND132,SAMN02232015,PRJNA37769,Isolate sequencing,NA,Isolate,GCA_000189295.2,Complete,3.85858,65.2,chromosome:NC_016803.1/CP003220.1,,1,3423,2011-12-29T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/189/295/GCA_000189295.2_ASM18929v2,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/189/295/GCF_000189295.2_ASM18929v2
GCA_003154355.1,Opitutae bacterium,Bacteria;PVC group;Verrucomicrobia,PVC;Verrucomicrobia,PVC,fen_1437,SAMN08179747,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003154355.1,Scaffold,4.05432,65.2,,PMDF01,575,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/154/355/GCA_003154355.1_20120700_E2X,
GCA_002279275.1,Deltaproteobacteria bacterium 37-65-8,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,37-65-8,SAMN06622420,PRJNA379596,mine drainage metagenome,NA,Engineered,GCA_002279275.1,Scaffold,1.82826,65.3,,NCBQ01,193,1795,2017-08-16T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/279/275/GCA_002279275.1_ASM227927v1,
GCA_001829215.1,Spirochaetes bacterium GWB1_66_5,Bacteria;Spirochaetes;unclassified Spirochaetes,Spirochaetes,Spirochaetes,,SAMN04314185,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001829215.1,Scaffold,2.71206,65.3,,MIAS01,295,1884,2016-10-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/829/215/GCA_001829215.1_ASM182921v1,
GCA_005774545.1,Deltaproteobacteria bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,D1FN1.001,SAMN11586698,PRJNA505658,Freshwater Sediment metagenome,NA,Freshwater,GCA_005774545.1,Scaffold,3.101,65.3,,VAUL01,115,2771,2019-05-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/774/545/GCA_005774545.1_ASM577454v1,
GCA_002383325.1,Candidatus Aminicenantes bacterium UBA4085,Bacteria;unclassified Bacteria;Bacteria candidate phyla,Candidatus Aminicenantes,Aminicenantes,UBA4085,SAMN06451301,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002383325.1,Scaffold,3.49142,65.3,,DFYJ01,155,0,2017-09-27T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/383/325/GCA_002383325.1_ASM238332v1,
GCA_001873935.1,Deltaproteobacteria bacterium CG2_30_66_27,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,CG2_30_66_27,SAMN04328283,PRJNA297582,groundwater metagenome/Subsurface,Probst et al. 2017,Subsurface,GCA_001873935.1,Scaffold,2.62631,65.5,,MNYH01,100,2452,2016-11-09T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/873/935/GCA_001873935.1_ASM187393v1,
GCA_001829505.1,Spirochaetes bacterium RBG_16_67_19,Bacteria;Spirochaetes;unclassified Spirochaetes,Spirochaetes,Spirochaetes,,SAMN04313720,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001829505.1,Scaffold,3.80175,65.6,,MIBK01,245,2855,2016-10-21T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/829/505/GCA_001829505.1_ASM182950v1,
GCA_005774585.1,Actinobacteria bacterium,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Actinobacteria,311FMe.004,SAMN11586856,PRJNA505658,Freshwater Sediment metagenome,NA,Freshwater,GCA_005774585.1,Scaffold,1.49821,65.7,,VAUK01,1016,1890,2019-05-23T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/005/774/585/GCA_005774585.1_ASM577458v1,
GCA_003250785.1,Desulfuromonas sp.,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,SZUA-613,SAMN09288161,PRJNA385762,Hydrothermal Vent metagenome,NA,Hydrothermal Vent,GCA_003250785.1,Contig,1.64398,65.9,,QKJT01,254,0,2018-06-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/250/785/GCA_003250785.1_ASM325078v1,
GCA_003245525.1,Victivallales bacterium,Bacteria;PVC group;Lentisphaerae,PVC;Lentisphaerae,PVC,SZUA-436,SAMN09287984,PRJNA385762,Hydrothermal Vent metagenome,NA,Hydrothermal Vent,GCA_003245525.1,Contig,6.70245,65.9,,QKCY01,607,0,2018-06-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/245/525/GCA_003245525.1_ASM324552v1,
GCA_001795575.1,Deltaproteobacteria bacterium GWB2_65_81,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,,SAMN04313912,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001795575.1,Scaffold,2.34224,66,,MGPR01,82,2165,2016-10-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/795/575/GCA_001795575.1_ASM179557v1,
GCA_003155595.1,Myxococcales bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,fen_1133,SAMN08179731,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003155595.1,Scaffold,5.97089,66.1,,PMDU01,431,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/155/595/GCA_003155595.1_20120700_E2X,
GCA_003136095.1,Myxococcales bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,fen_1138,SAMN08179765,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003136095.1,Scaffold,6.02881,66.1,,PNBO01,456,0,2018-05-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/136/095/GCA_003136095.1_20120700_E3M,
GCA_003159015.1,Myxococcales bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,fen_1120,SAMN08179536,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003159015.1,Scaffold,5.57632,66.2,,PMLD01,634,0,2018-05-24T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/159/015/GCA_003159015.1_20120600_E1D,
GCA_003246115.1,Deferrisoma camini,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,SZUA-393,SAMN09287941,PRJNA385762,Hydrothermal Vent metagenome,NA,Hydrothermal Vent,GCA_003246115.1,Contig,1.21301,66.5,,QKBH01,320,0,2018-06-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/246/115/GCA_003246115.1_ASM324611v1,
GCA_003605055.1,Desulfarculus sp.,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,SURF_10,SAMN08499004,PRJNA355136,Subsurface metagenome,Momper et al. 2017,Subsurface,GCA_003605055.1,Contig,3.60059,67,,QZKP01,78,3350,2018-10-01T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/605/055/GCA_003605055.1_ASM360505v1,
GCA_002428705.1,Desulfovibrio sp. UBA6079,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,UBA6079,SAMN06455611,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002428705.1,Scaffold,4.5417,67.3,,DIXN01,72,0,2017-10-04T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/428/705/GCA_002428705.1_ASM242870v1,
GCA_003170135.1,Acidobacteria bacterium,Bacteria;Acidobacteria;unclassified Acidobacteria,Acidobacteria,Acidobacteria,fen_186,SAMN08179084,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003170135.1,Scaffold,5.79596,67.5,,PMZR01,141,0,2018-05-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/170/135/GCA_003170135.1_20110800_E3D,
GCA_003171275.1,Acidobacteria bacterium,Bacteria;Acidobacteria;unclassified Acidobacteria,Acidobacteria,Acidobacteria,fen_181,SAMN08179047,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003171275.1,Scaffold,5.81502,67.5,,PMYH01,119,0,2018-05-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/171/275/GCA_003171275.1_20110800_E2D,
GCA_003250775.1,Gemmatimonadetes bacterium,Bacteria;FCB group;Gemmatimonadetes,Gemmatimonadetes,Gemmatimonadetes,SZUA-614,SAMN09288162,PRJNA385762,Hydrothermal Vent metagenome,NA,Hydrothermal Vent,GCA_003250775.1,Contig,3.39011,67.9,,QKJU01,420,0,2018-06-19T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/250/775/GCA_003250775.1_ASM325077v1,
GCA_000422205.1,Desulfovibrio sp. X2,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,X2,SAMN02207452,PRJNA208571,Isolate sequencing,Brown et al. 2013,Isolate,GCA_000422205.1,Contig,3.91229,68,,ATHV01,66,3395,2013-07-11T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/422/205/GCA_000422205.1_Desulfococcus_X2_v1.0,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCF/000/422/205/GCF_000422205.1_Desulfococcus_X2_v1.0
GCA_003133285.1,Coriobacteriia bacterium,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Actinobacteria,palsa_660,SAMN08179469,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003133285.1,Scaffold,1.86893,68.3,,PKWR01,220,0,2018-05-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/133/285/GCA_003133285.1_20120500_P28,
GCA_001799695.1,Elusimicrobia bacterium GWA2_69_24,Bacteria;Elusimicrobia;unclassified Elusimicrobia,Elusimicrobia,Elusimicrobia,,SAMN04313857,PRJNA288027,Subsurface,Anantharaman et al. 2016,Subsurface,GCA_001799695.1,Scaffold,4.20046,68.5,,MGTY01,132,3332,2016-10-20T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/001/799/695/GCA_001799695.1_ASM179969v1,
GCA_003132645.1,Actinobacteria bacterium,Bacteria;Terrabacteria group;Actinobacteria,Actinobacteria,Actinobacteria,palsa_645,SAMN08179422,PRJNA386568,peat/permafrost metagenom,Woodcroft et al. 2018,Wetlands,GCA_003132645.1,Scaffold,3.24321,68.6,,PKYM01,370,0,2018-05-18T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/132/645/GCA_003132645.1_20120500_P19,
GCA_002452635.1,Desulfovibrionaceae bacterium UBA6814,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,UBA6814,SAMN06456988,PRJNA348753,Parks 2017 UBA reassembly,Hydrocarbon Metagenome,Hydrocarbon_Contaminated_Site,GCA_002452635.1,Scaffold,3.61403,68.8,,DKEU01,290,0,2017-10-05T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/002/452/635/GCA_002452635.1_ASM245263v1,
GCA_003820235.1,Acidobacteria bacterium,Bacteria;Acidobacteria;unclassified Acidobacteria,Acidobacteria,Acidobacteria,maxbin2.0082,SAMN10417342,PRJNA330672,Sediment metagenome/Wetlands Sediment,Dalcin Martins et al. 2018,Sediment,GCA_003820235.1,Contig,7.08159,69.6,,RPOZ01,2043,6671,2018-11-25T00:00:00Z,ftp://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/003/820/235/GCA_003820235.1_ASM382023v1,
