user_genome	classification	fastani_reference	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	classification_method	note	other_related_references(genome_id,species_name,ANI,AF)
bacteria20489	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__oteobacteria-12;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20494	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2185;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria21447	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2185;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20686	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2185;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20666	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2185;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20477	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2185;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
archaea01060	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA2185;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria08705	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria23267	d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria21165	d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__WCHB1-27;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria15893	d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Delta-02;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria15646	d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__Delta-02;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria20738	d__Bacteria;p__Desulfobacterota_B;c__Syntrophorhabdia;o__Syntrophorhabdales;f__Syntrophorhabdaceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23305	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__UBA8499;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria07941	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20569	d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Pelobacteraceae;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria21399	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20880	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria21039	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20803	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria21323	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20804	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria21013	d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria08027	d__Bacteria;p__Nitrospirota;c__UBA9217;o__UBA9217;f__UBA9217;g__;s__	None	None	None	None	None	None	None	None	taxonomic classification fully defined by topology	None	None
bacteria23262	d__Bacteria;p__Myxococcota;c__UBA9042;o__oteobacteria-14;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23300	d__Bacteria;p__Myxococcota;c__UBA9042;o__oteobacteria-14;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23261	d__Bacteria;p__Myxococcota;c__;o__;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23311	d__Bacteria;p__Myxococcota;c__;o__;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria23260	d__Bacteria;p__Myxococcota;c__UBA4248;o__;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20678	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__NIC37A-2;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20901	d__Bacteria;p__Myxococcota;c__Polyangia;o__Polyangiales;f__NIC37A-2;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20273	d__Bacteria;p__Myxococcota;c__Polyangia;o__Kofleriales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria21021	d__Bacteria;p__Myxococcota;c__Polyangia;o__Kofleriales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20231	d__Bacteria;p__Myxococcota;c__Polyangia;o__Kofleriales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20885	d__Bacteria;p__Myxococcota;c__Polyangia;o__Kofleriales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20898	d__Bacteria;p__Myxococcota;c__Polyangia;o__Kofleriales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20700	d__Bacteria;p__Myxococcota;c__Polyangia;o__Kofleriales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20841	d__Bacteria;p__Myxococcota;c__Polyangia;o__Kofleriales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20869	d__Bacteria;p__Myxococcota;c__Polyangia;o__Kofleriales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20888	d__Bacteria;p__Myxococcota;c__Polyangia;o__Kofleriales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20749	d__Bacteria;p__Myxococcota;c__Polyangia;o__Kofleriales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
bacteria20233	d__Bacteria;p__Myxococcota;c__Polyangia;o__Kofleriales;f__;g__;s__	None	None	None	None	None	None	None	None	taxonomic novelty determined using RED	None	None
