genome_name,original_name,genome_size,completeness,redundancy,GC.,taxonomy,ncbi_taxonomy,Phylum,Group,gtdb_taxonomy,Strain,BioSample,BioProject,Level,Scaffolds,Release.Date,Study,Environment,Code
bacteria21170,GCA_003165235.1,7.07,95.82437276,6.465437788,52.8,Syntrophobacteraceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophobacteria;o__Syntrophobacterales;f__Syntrophobacteraceae;g__;s__,Wetland_1154,SAMN08179963,PRJNA386568,Scaffold,424,2018-05-25T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria21187,GCA_003165595.1,5.39,98.83645766,1.648351648,55.1,Fibrobacteres bacterium,Bacteria;FCB group;Fibrobacteres,Fibrobacteres,CP,d__Bacteria;p__Fibrobacterota;c__Chitinivibrionia;o__Chitinivibrionales;f__;g__;s__,Wetland_1185,SAMN08180087,PRJNA386568,Scaffold,42,2018-05-25T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria21197,GCA_003165815.1,2.76,77.92114695,1.6359447,43.5,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__,Wetland_1094,SAMN08179009,PRJNA386568,Scaffold,390,2018-05-25T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria21230,GCA_003166505.1,3.13,88.06451613,1.326164875,43.7,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__;s__,Wetland_1093,SAMN08178978,PRJNA386568,Scaffold,163,2018-05-25T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria21278,GCA_003167475.1,2.75,85.24004086,2.247191011,48.3,candidate division FCPU426 bacterium,Bacteria;unclassified Bacteria;Bacteria candidate phyla,FCPU426,CP,d__Bacteria;;c__;o__;f__;g__;s__,Sediment_1178,SAMN08178906,PRJNA386568,Scaffold,281,2018-05-25T00:00:00Z,Woodcroft2018,Permafrost,Sediment
bacteria21335,GCA_003168735.1,3.16,91.93548387,1.971326165,43.2,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__,Wetland_1091,SAMN08178864,PRJNA386568,Scaffold,346,2018-05-25T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria21351,GCA_003169075.1,3.15,90.50179211,2.209421403,43.3,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__Smithellaceae;g__Smithella;s__,Wetland_1090,SAMN08178839,PRJNA386568,Scaffold,350,2018-05-25T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria21399,GCA_003170055.1,2.7,88.78787879,0.909090909,48.6,Nitrospiraceae bacterium,Bacteria;Nitrospirae;Nitrospira,Nitrospirae,Nitrospirae,d__Bacteria;p__Nitrospirota;c__Thermodesulfovibrionia;o__Thermodesulfovibrionales;f__;g__;s__,Wetland_1309,SAMN08179089,PRJNA386568,Scaffold,445,2018-05-25T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria21401,GCA_003170115.1,4.08,84.9772549,2.4,61.9,Spirochaetaceae bacterium,Bacteria;Spirochaetes;Spirochaetia,Spirochaetes,Spirochaetes,d__Bacteria;p__Spirochaetota;c__Spirochaetia;o__Spirochaetales;f__RBG-16-67-19;g__;s__,Wetland_1364,SAMN08179085,PRJNA386568,Scaffold,405,2018-05-25T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria21402,GCA_003170135.1,5.8,96.48622982,6.267806268,67.5,Acidobacteria bacterium,Bacteria;Acidobacteria;unclassified Acidobacteria,Acidobacteria,Acidobacteria,d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__;s__,Wetland_186,SAMN08179084,PRJNA386568,Scaffold,141,2018-05-25T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria21447,GCA_003171175.1,3.76,93.84331797,2.795698925,49.6,Syntrophaceae bacterium,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__;g__;s__,Wetland_1101,SAMN08179074,PRJNA386568,Scaffold,361,2018-05-25T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria21452,GCA_003171275.1,5.82,94.63437797,7.122507123,67.5,Acidobacteria bacterium,Bacteria;Acidobacteria;unclassified Acidobacteria,Acidobacteria,Acidobacteria,d__Bacteria;p__Acidobacteriota;c__Luteitaleia;o__Luteitaleales;f__UBA2999;g__;s__,Wetland_181,SAMN08179047,PRJNA386568,Scaffold,119,2018-05-25T00:00:00Z,Woodcroft2018,Permafrost,Wetland
bacteria22278,GCA_003574175.1,3.73,100,0,60.7,Geobacter sulfurreducens ,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfuromonadota;c__Desulfuromonadia;o__Geobacterales;f__Geobacteraceae;g__Geobacter;s__,YM18,SAMD00066477,PRJDB5288,Complete,1,2018-04-03T00:00:00Z,Reference,Reference,Isolate
bacteria22395,GCA_003612835.1,2.97,97.31543624,0.33557047,55.6,Ethanoligenens harbinense ,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__,B49,SAMN08159212,PRJNA421864,Complete,1,2018-10-04T00:00:00Z,Reference,Reference,Isolate
bacteria22396,GCA_003612855.1,3.1,97.31543624,0.33557047,55.5,Ethanoligenens harbinense ,Bacteria;Terrabacteria group;Firmicutes,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_A;c__Clostridia;o__Oscillospirales;f__Ethanoligenenaceae;g__Ethanoligenens;s__,X-29,SAMN07637938,PRJNA406999,Complete,1,2018-10-04T00:00:00Z,Reference,Reference,Isolate
bacteria22930,GCA_900217235.1,4.22,100,0,52.7645,Pseudodesulfovibrio profundus ,Bacteria;Proteobacteria;delta/epsilon subdivisions,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfovibrionia;o__Desulfovibrionales;f__Desulfovibrionaceae;g__Pseudodesulfovibrio;s__,500-1,SAMEA104288281,PRJEB22548,Complete,3,2017-10-02T00:00:00Z,Reference,Reference,Isolate
bacteria23257,K_DeepCast_100m_m1_199,3.97,85.66308244,3.727598566,NA,Deltaproteobacteria,NA,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__,NA,SAMN10966720,PRJNA523022,NA,NA,NA,Tran_unpublished,Lake_Tanganyika,Freshwater
bacteria23258,K_DeepCast_100m_m2_162,3.13,74.61062235,3.691756272,NA,Bacteroidetes,NA,Bacteroidetes,Bacteroidetes,d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__;g__;s__,NA,SAMN10966421,PRJNA523022,NA,NA,NA,Tran_unpublished,Lake_Tanganyika,Freshwater
bacteria23259,K_DeepCast_100m_m2_305,3.63,92.72727273,4.02020202,NA,Chloroflexi,NA,Chloroflexi,Chloroflexi,d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__envOPS12;g__;s__,NA,SAMN10966601,PRJNA523022,NA,NA,NA,Tran_unpublished,Lake_Tanganyika,Freshwater
bacteria23260,K_DeepCast_100m_m2_324,5.9,80.75268817,1.33640553,NA,Deltaproteobacteria,,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Myxococcota;c__UBA4248;o__;f__;g__;s__,NA,SAMN10966723,PRJNA523022,NA,NA,NA,Tran_unpublished,Lake_Tanganyika,Freshwater
bacteria23263,K_DeepCast_100m_mx_276,4.08,80.32258065,3.225806452,NA,Deltaproteobacteria,NA,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__,NA,SAMN10966724,PRJNA523022,NA,NA,NA,Tran_unpublished,Lake_Tanganyika,Freshwater
bacteria23265,K_DeepCast_150m_m1_199,4.71,97.09677419,0.035842294,NA,Deltaproteobacteria,NA,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__;f__;g__;s__,NA,SAMN10966732,PRJNA523022,NA,NA,NA,Tran_unpublished,Lake_Tanganyika,Freshwater
bacteria23266,K_DeepCast_150m_m2_056,2.13,90.04237288,2.895480226,NA,Firmicutes,NA,Firmicutes,Firmicutes,d__Bacteria;p__Firmicutes_D;c__Dethiobacteria;o__DTU022;f__DTU022;g__;s__,NA,SAMN10966766,PRJNA523022,NA,NA,NA,Tran_unpublished,Lake_Tanganyika,Freshwater
bacteria23267,K_DeepCast_150m_m2_113,3.56,85.29339478,7.800819252,NA,Deltaproteobacteria,NA,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Syntrophia;o__Syntrophales;f__UBA5619;g__UBA5619;s__,NA,SAMN10966736,PRJNA523022,NA,NA,NA,Tran_unpublished,Lake_Tanganyika,Freshwater
bacteria23268,K_DeepCast_150m_m2_257,4.09,81.44802867,8.410138249,NA,Deltaproteobacteria,NA,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__BSN033;o__BSN033;f__UBA1163;g__;s__,NA,SAMN10966737,PRJNA523022,NA,NA,NA,Tran_unpublished,Lake_Tanganyika,Freshwater
bacteria23272,K_DeepCast_300m_mx_218,4.48,59.61392729,7.043010753,NA,Deltaproteobacteria,NA,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Desulfobacterota;c__Desulfomonilia;o__;f__;g__;s__,NA,NA,PRJNA523022,NA,NA,NA,Tran_unpublished,Lake_Tanganyika,Freshwater
bacteria23311,M_DeepCast_400m_m1_331,3.68,64.08090118,1.474654378,NA,Deltaproteobacteria,NA,Deltaproteobacteria,Deltaproteobacteria,d__Bacteria;p__Myxococcota;c__;o__;f__;g__;s__,NA,SAMN10966712,PRJNA523022,NA,NA,NA,Tran_unpublished,Lake_Tanganyika,Freshwater
bacteria23313,M_DeepCast_400m_m2_100,3.25,92.24305107,3.461244638,NA,Eisenbacteria,NA,Eisenbacteria,CP,d__Bacteria;;c__;o__;f__;g__;s__,NA,SAMN10966489,PRJNA523022,NA,NA,NA,Tran_unpublished,Lake_Tanganyika,Freshwater
bacteria23314,M_DeepCast_400m_m2_133,1.45,50.71225071,0.908119658,NA,Aminicenantes,NA,Aminicenantes,Aminicenantes,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__;g__;s__,NA,SAMN10966495,PRJNA523022,NA,NA,NA,Tran_unpublished,Lake_Tanganyika,Freshwater
bacteria23315,M_DeepCast_400m_m2_244,3.45,81.88034188,5.235042735,NA,Aminicenantes,NA,Aminicenantes,Aminicenantes,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__UBA4085;g__;s__,NA,SAMN10966496,PRJNA523022,NA,NA,NA,Tran_unpublished,Lake_Tanganyika,Freshwater
bacteria23317,M_DeepCast_400m_m2_293,2.44,80.10090218,3.893637227,NA,Aminicenantes,NA,Aminicenantes,Aminicenantes,d__Bacteria;p__Acidobacteriota;c__Aminicenantia;o__Aminicenantales;f__;g__;s__,NA,NA,PRJNA523022,NA,NA,NA,Tran_unpublished,Lake_Tanganyika,Freshwater
bacteria30001,Actinobacteria_003,2.46,93.18,1.14,38.8,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Actinobacteriota+ADs-c+AF8AXw-UBA1414+ADs-o+AF8AXw-UBA1414+ADs-f+AF8AXwA7-g+AF8AXwA7-s+AF8AXw-,NA,Actinobacteria,Actinobacteria,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30002,Actinobacteria_0018,4.39,85.2,2.44,70.6,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Actinobacteriota+ADs-c+AF8AXw-Thermoleophilia+ADs-o+AF8AXw-UBA2241+ADs-f+AF8AXw-UBA2241+ADs-g+AF8AXw-UBA2241+ADs-s+AF8AXw-,NA,Actinobacteria,Actinobacteria,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30003,Bacteroidetes_0005,4.34,89.14,4.21,45.2,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Bacteroidota+ADs-c+AF8AXw-Bacteroidia+ADs-o+AF8AXw-Bacteroidales+ADs-f+AF8AXwA7-g+AF8AXwA7-s+AF8AXw-,NA,Bacteroidetes,Bacteroidetes,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30004,Bacteroidetes_0025,3.521,94.89,0.82,45.2,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Bacteroidota+ADs-c+AF8AXw-Bacteroidia+ADs-o+AF8AXw-Bacteroidales+ADs-f+AF8AXwA7-g+AF8AXwA7-s+AF8AXw-,NA,Bacteroidetes,Bacteroidetes,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30005,Bacteroidetes_0026,4.1,94.37,1.59,41.6,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Bacteroidota+ADs-c+AF8AXw-Bacteroidia+ADs-o+AF8AXw-Bacteroidales+ADs-f+AF8AXwA7-g+AF8AXwA7-s+AF8AXw-,NA,Bacteroidetes,Bacteroidetes,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30006,Bacteroidetes_0035,4.1,98.92,2.69,34.1,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Bacteroidota+ADs-c+AF8AXw-Bacteroidia+ADs-o+AF8AXw-Bacteroidales+ADs-f+AF8AXwA7-g+AF8AXwA7-s+AF8AXw-,NA,Bacteroidetes,Bacteroidetes,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30007,Chloroflexi_0033,1.59,86.85,0.11,51.6,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Chloroflexota+ADs-c+AF8AXw-Dehalococcoidia+ADs-o+AF8AXw-Dehalococcoidales+ADs-f+AF8AXw-UBA5627+ADs-g+AF8AXwA7-s+AF8AXw-,NA,Chloroflexi,Chloroflexi,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30008,Clostridia_0004,2.33,86.2,1.08,56,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Firmicutes+AF8-A+ADs-c+AF8AXw-Clostridia+ADs-o+AF8AXw-Christensenellales+ADs-f+AF8AXw-CAG+AC0-138+ADs-g+AF8AXw-UBA7703+ADs-s+AF8AXw-,NA,Firmicutes,Firmicutes,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30009,Clostridia_0013,2.23,88.59,0.99,62.1,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Firmicutes+AF8-A+ADs-c+AF8AXw-Clostridia+ADs-o+AF8AXw-Saccharofermentanales+ADs-f+AF8AXw-UBA5734+ADs-g+AF8AXwA7-s+AF8AXw-,NA,Firmicutes,Firmicutes,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30010,Clostridia_0014,2.33,87.09,6.45,56.9,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Firmicutes+AF8-A+ADs-c+AF8AXw-Clostridia+ADs-o+AF8AXw-Christensenellales+ADs-f+AF8AXw-CAG+AC0-138+ADs-g+AF8AXw-UBA7703+ADs-s+AF8AXw-,NA,Firmicutes,Firmicutes,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30011,Clostridia_0015,3.56,87.99,2.91,54.3,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Firmicutes+AF8-A+ADs-c+AF8AXw-Clostridia+ADs-o+AF8AXw-Acetivibrionales+ADs-f+AF8AXw-Ruminiclostridiaceae+AF8-A+ADs-g+AF8AXwA7-s+AF8AXw-,NA,Firmicutes,Firmicutes,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30012,Clostridia_0016,1.8,94.29,2.97,47.4,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Firmicutes+AF8-A+ADs-c+AF8AXw-Clostridia+ADs-o+AF8AXw-Christensenellales+ADs-f+AF8AXw-Christensenellaceae+ADs-g+AF8AXwA7-s+AF8AXw-,NA,Firmicutes,Firmicutes,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30013,Desulfobacterales_0017,2.68,81.83,5.23,37.8,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Desulfobacterota+ADs-c+AF8AXw-Desulfobacteria+ADs-o+AF8AXw-Desulfobacterales+ADs-f+AF8AXw-Desulfobacteraceae+ADs-g+AF8AXw-Desulfamplus+ADs-s+AF8AXw-,NA,Deltaproteobacteria,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30014,Desulfobacterales_0019,3.99,94.49,0.04,49.9,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Desulfobacterota+ADs-c+AF8AXw-Desulfobacteria+ADs-o+AF8AXw-Desulfobacterales+ADs-f+AF8AXw-Desulfatirhabdiaceae+ADs-g+AF8AXw-RAAP+AC0-1+ADs-s+AF8AXw-,NA,Deltaproteobacteria,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30015,Desulfobacterales_0027,3.53,93.33,2,44.9,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Desulfobacterota+ADs-c+AF8AXw-Desulfobacteria+ADs-o+AF8AXw-Desulfobacterales+ADs-f+AF8AXw-Desulfobacteraceae+ADs-g+AF8AXw-Desulfobacula+ADs-s+AF8AXw-,NA,Deltaproteobacteria,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30016,Desulfobacterales_0034,4,93.68,0.96,57,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Desulfobacterota+ADs-c+AF8AXw-Desulfobulbia+ADs-o+AF8AXw-Desulfobulbales+ADs-f+AF8AXw-Desulfocapsaceae+ADs-g+AF8AXw-Desulforhopalus+ADs-s+AF8AXw-,NA,Deltaproteobacteria,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30017,Firestonebacteria_0002,1.77,88.14,1.12,41.9,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Firestonebacteria+ADs-c+AF8AXw-D2+AC0-FULL+AC0-39+AC0-29+ADs-o+AF8AXw-D2+AC0-FULL+AC0-39+AC0-29+ADs-f+AF8AXw-D2+AC0-FULL+AC0-39+AC0-29+ADs-g+AF8AXwA7-s+AF8AXw-,NA,Firestonebacteria,CP,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30018,Geobacterales_0030,3.948,93.08,2.8,48.9,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Desulfuromonadota+ADs-c+AF8AXw-Desulfuromonadia+ADs-o+AF8AXw-Geobacterales+ADs-f+AF8AXw-Pelobacteraceae+ADs-g+AF8AXw-UBA8499+ADs-s+AF8AXw-,NA,Deltaproteobacteria,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30019,Geobacteerales_0032,4.01,96.52,4.26,54.9,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Desulfuromonadota+ADs-c+AF8AXw-Desulfuromonadia+ADs-o+AF8AXw-Geobacterales+ADs-f+AF8AXw-Geobacteraceae+ADs-g+AF8AXwA7-s+AF8AXw-,NA,Deltaproteobacteria,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30020,Margulisbacteria_0024,2.24,91.45,1.45,36.4,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Margulisbacteria+ADs-c+AF8AXw-GWF2+AC0-35+AC0-9+ADs-o+AF8AXw-GWF2+AC0-35+AC0-9+ADs-f+AF8AXwA7-g+AF8AXwA7-s+AF8AXw-,NA,Margulisbacteria,CP,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30021,Margulisbacteria_0029,1.94,92.88,1.71,33.9,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Margulisbacteria+ADs-c+AF8AXw-GWF2+AC0-35+AC0-9+ADs-o+AF8AXw-GWF2+AC0-35+AC0-9+ADs-f+AF8AXwA7-g+AF8AXwA7-s+AF8AXw-,NA,Margulisbacteria,CP,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
archaea30022,Methanoregula_0028,2.71,88.67,3.98,48.8,d+AF8AXw-Archaea+ADs-p+AF8AXw-Halobacterota+ADs-c+AF8AXw-Methanomicrobia+ADs-o+AF8AXw-Methanomicrobiales+ADs-f+AF8AXw-Methanoregulaceae+ADs-g+AF8AXw-Methanoregula+ADs-s+AF8AXw-,NA,Euryarchaeota,Euryarchaeota,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30023,PVC_0021,4.25,76.44,1.72,61.7,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Planctomycetota+ADs-c+AF8AXw-PVC+ADs-o+AF8AXw-Pirellulales+ADs-f+AF8AXw-Thermoguttaceae+ADs-g+AF8AXwA7-s+AF8AXw-,NA,PVC,PVC,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30024,Syntrophobacterales_0007,3.7,78.67,1.95,46.3,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Desulfobacterota+ADs-c+AF8AXw-Desulfomonilia+ADs-o+AF8AXw-Desulfomonilales+ADs-f+AF8AXw-Desulfomonilaceae+ADs-g+AF8AXwA7-s+AF8AXw-,NA,Deltaproteobacteria,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30025,Syntrophobacterales_0012,2.89,87.74,1.65,43.9,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Desulfobacterota+ADs-c+AF8AXw-Syntrophia+ADs-o+AF8AXw-Syntrophales+ADs-f+AF8AXw-Smithellaceae+ADs-g+AF8AXwA7-s+AF8AXw-,NA,Deltaproteobacteria,Deltaproteobacteria,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30026,Verruco_0001,2.36,92.57,0.68,54.7,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Verrucomicrobiota+ADs-c+AF8AXw-Kiritimatiellae+ADs-o+AF8AXwA7-f+AF8AXwA7-g+AF8AXwA7-s+AF8AXw-,NA,PVC,PVC,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30027,Verruco_0006,4.59,84.24,2.7,64.1,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Verrucomicrobiota+ADs-c+AF8AXw-Kiritimatiellae+ADs-o+AF8AXw-RFP12+ADs-f+AF8AXwA7-g+AF8AXwA7-s+AF8AXw-,NA,PVC,PVC,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30028,Verruco_0008,5.24,97.3,3.04,63.5,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Verrucomicrobiota+ADs-c+AF8AXw-Kiritimatiellae+ADs-o+AF8AXw-UBA8416+ADs-f+AF8AXwA7-g+AF8AXwA7-s+AF8AXw-,NA,PVC,PVC,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30029,Verruco_0010,3.65,95.27,0.71,64.9,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Verrucomicrobiota+ADs-c+AF8AXw-Kiritimatiellae+ADs-o+AF8AXw-UBA8416+ADs-f+AF8AXw-UBA8416+ADs-g+AF8AXwA7-s+AF8AXw-,NA,PVC,PVC,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30030,Verruco_0011,6.71,90.96,3.56,63,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Verrucomicrobiota+ADs-c+AF8AXw-Kiritimatiellae+ADs-o+AF8AXw-RFP12+ADs-f+AF8AXw-UBA1067+ADs-g+AF8AXwA7-s+AF8AXw-,NA,PVC,PVC,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30031,Verruco_0020,4.27,95.95,6.79,58.4,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Verrucomicrobiota+ADs-c+AF8AXw-Kiritimatiellae+ADs-o+AF8AXw-UBA8416+ADs-f+AF8AXwA7-g+AF8AXwA7-s+AF8AXw-,NA,PVC,PVC,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30032,Verruco_0022,5.58,84.19,3.38,64.8,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Verrucomicrobiota+ADs-c+AF8AXw-Kiritimatiellae+ADs-o+AF8AXwA7-f+AF8AXwA7-g+AF8AXwA7-s+AF8AXw-,NA,PVC,PVC,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30033,Verruco_0023,4.35,87.77,1.36,60.1,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Verrucomicrobiota+ADs-c+AF8AXw-PVCe+ADs-o+AF8AXw-PVCles+ADs-f+AF8AXw-Akkermansiaceae+ADs-g+AF8AXw-UBA1315+ADs-s+AF8AXw-,NA,PVC,PVC,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30034,Verruco_0031,8.6,90.65,5.31,66.5,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Verrucomicrobiota+ADs-c+AF8AXw-Lentisphaeria+ADs-o+AF8AXw-Victivallales+ADs-f+AF8AXw-YB12+AC0-FULL+AC0-65+AC0-16+ADs-g+AF8AXwA7-s+AF8AXw-,NA,PVC,PVC,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
bacteria30035,Verruco_0036,3.21,97.3,1.35,59.8,d+AF8AXw-Bacteria+ADs-p+AF8AXw-Verrucomicrobiota+ADs-c+AF8AXw-Kiritimatiellae+ADs-o+AF8AXw-UBA8416+ADs-f+AF8AXwA7-g+AF8AXwA7-s+AF8AXw-,NA,PVC,PVC,NA,NA,NA,NA,NA,NA,NA,Peterson_unpublished,Lake_Mendota,Freshwater
