user_genome	classification	fastani_reference	fastani_reference_radius	fastani_taxonomy	fastani_ani	fastani_af	closest_placement_reference	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	aa_percent	translation_table	red_value	warnings
GCA_002506105.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__Methanolinea sp002506105	GCA_002506105.1	95.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__Methanolinea sp002506105	100.0	1.0	GCA_002506105.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__Methanolinea sp002506105	100.0	1.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000235685.2, s__Methanolinea tarda, 95.0, 78.15, 0.19; UBA11423, s__Methanolinea sp11423u, 95.0, 78.04, 0.34; GCA_002509495.1, s__Methanolinea sp002509495, 95.0, 77.84, 0.19; GCA_002501965.1, s__Methanolinea sp002501965, 95.0, 76.72, 0.26	95.51	11	N/A	N/A
GCA_002496855.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__Methanolinea sp002506105	GCA_002506105.1	95.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__Methanolinea sp002506105	99.95	0.94	GCA_002506105.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__Methanolinea sp002506105	99.95	0.94	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__	ANI/Placement	topological placement and ANI have congruent species assignments	UBA11423, s__Methanolinea sp11423u, 95.0, 78.2, 0.34; GCA_002509495.1, s__Methanolinea sp002509495, 95.0, 77.94, 0.18; GCF_000235685.2, s__Methanolinea tarda, 95.0, 77.84, 0.19; GCA_002501965.1, s__Methanolinea sp002501965, 95.0, 76.72, 0.26	96.99	11	N/A	N/A
GCA_002508465.1	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina spelaei	GCF_002287235.1	95.0	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina spelaei	95.12	0.84	GCF_002287235.1	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__Methanosarcina spelaei	95.12	0.84	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanosarcina;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000970305.1, s__Methanosarcina barkeri_A, 95.0, 94.46, 0.86; UBA11020, s__Methanosarcina sp11020u, 95.0, 93.54, 0.77; GCF_000969905.1, s__Methanosarcina vacuolata, 95.0, 86.63, 0.76; GCF_000970025.1, s__Methanosarcina barkeri, 95.0, 86.54, 0.75; GCF_000195895.1, s__Methanosarcina barkeri_B, 95.0, 86.43, 0.78; GCA_002505485.1, s__Methanosarcina sp002505485, 95.0, 86.11, 0.71; GCA_002496565.1, s__Methanosarcina sp002496565, 95.0, 84.26, 0.67; GCA_002509325.1, s__Methanosarcina sp002509325, 95.0, 81.84, 0.69; GCA_002499445.1, s__Methanosarcina sp002499445, 95.0, 81.49, 0.63; GCF_001304615.1, s__Methanosarcina flavescens, 95.0, 80.99, 0.61; GCF_000969885.1, s__Methanosarcina thermophila, 95.0, 80.51, 0.61; GCA_001714685.2, s__Methanosarcina sp001714685, 95.0, 79.23, 0.41; GCF_000007345.1, s__Methanosarcina acetivorans, 95.0, 78.85, 0.4; GCF_000970285.1, s__Methanosarcina horonobensis, 95.0, 78.77, 0.41; GCF_000979455.1, s__Methanosarcina sp000979455, 95.0, 78.62, 0.38; GCF_000970085.1, s__Methanosarcina siciliae, 95.0, 78.57, 0.36; GCF_000969965.1, s__Methanosarcina sp000969965, 95.0, 78.48, 0.36; GCF_000970265.1, s__Methanosarcina lacustris, 95.0, 78.34, 0.35; UBA10923, s__Methanosarcina sp10923u, 95.0, 78.32, 0.39; GCF_000970205.1, s__Methanosarcina mazei, 95.0, 78.3, 0.34; UBA8098, s__Methanosarcina sp8098u, 95.0, 77.95, 0.34; GCA_003157235.1, s__Methanosarcina sp003157235, 95.0, 77.55, 0.26; GCA_003164755.1, s__Methanosarcina sp003164755, 95.0, 77.47, 0.23	70.22	11	N/A	N/A
GCA_003153835.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003154335	GCA_003154335.1	95.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003154335	99.08	0.9	GCA_003154335.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003154335	99.08	0.9	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_003141335.1, s__Methanoregula sp003141335, 95.0, 79.21, 0.37; GCA_002495055.1, s__Methanoregula sp002495055, 95.0, 78.77, 0.41; GCA_002495065.1, s__Methanoregula sp002495065, 95.0, 77.95, 0.28; GCA_002502245.1, s__Methanoregula sp002502245, 95.0, 77.93, 0.16; GCA_002839605.1, s__Methanoregula sp002839605, 95.0, 77.87, 0.15; GCA_002839675.1, s__Methanoregula sp002839675, 95.0, 77.77, 0.21; GCA_002508495.1, s__Methanoregula sp002508495, 95.0, 77.58, 0.1; GCA_003157895.1, s__Methanoregula sp003157895, 95.0, 77.56, 0.17; GCA_003136075.1, s__Methanoregula sp003136075, 95.0, 77.36, 0.15; UBA11803, s__Methanoregula sp11803u, 95.0, 77.26, 0.1; GCA_003170075.1, s__Methanoregula sp003170075, 95.0, 77.09, 0.13; GCF_000017625.1, s__Methanoregula boonei, 95.0, 77.08, 0.12; GCF_000327485.1, s__Methanoregula formicica, 95.0, 77.04, 0.15; GCA_002497485.1, s__Methanoregula sp002497485, 95.0, 76.53, 0.12; GCA_002502735.1, s__Methanoregula sp002502735, 95.0, 76.44, 0.12	80.8	11	N/A	N/A
GCA_003170975.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003157895	GCA_003157895.1	95.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003157895	99.03	0.85	GCA_003157895.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003157895	99.03	0.85	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002502245.1, s__Methanoregula sp002502245, 95.0, 82.34, 0.57; GCA_002497485.1, s__Methanoregula sp002497485, 95.0, 81.14, 0.49; GCA_002839605.1, s__Methanoregula sp002839605, 95.0, 79.27, 0.38; UBA11803, s__Methanoregula sp11803u, 95.0, 79.03, 0.27; GCF_000327485.1, s__Methanoregula formicica, 95.0, 79.0, 0.34; GCA_002835825.1, s__Methanoregula sp002835825, 95.0, 78.94, 0.28; GCA_003154335.1, s__Methanoregula sp003154335, 95.0, 78.77, 0.18; GCA_002508495.1, s__Methanoregula sp002508495, 95.0, 78.59, 0.26; GCA_002839675.1, s__Methanoregula sp002839675, 95.0, 78.36, 0.32; GCA_003141335.1, s__Methanoregula sp003141335, 95.0, 78.24, 0.24; GCA_003170075.1, s__Methanoregula sp003170075, 95.0, 78.23, 0.26; GCF_000017625.1, s__Methanoregula boonei, 95.0, 77.85, 0.23; GCA_002495055.1, s__Methanoregula sp002495055, 95.0, 77.78, 0.2; GCA_002502735.1, s__Methanoregula sp002502735, 95.0, 77.78, 0.25; GCA_003136075.1, s__Methanoregula sp003136075, 95.0, 77.63, 0.2; GCA_002495065.1, s__Methanoregula sp002495065, 95.0, 77.47, 0.17	75.25	11	N/A	N/A
GCA_002498285.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp002498285	GCA_002498285.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp002498285	100.0	0.97	GCA_002498285.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp002498285	100.0	0.97	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_001421185.1, s__DTU008 sp001421185, 95.0, 87.78, 0.82; GCA_002504525.1, s__DTU008 sp002504525, 95.0, 82.99, 0.8; GCA_001512965.1, s__DTU008 sp001512965, 95.0, 81.06, 0.66	79.41	11	N/A	N/A
GCA_002502975.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__Methanolinea sp002506105	GCA_002506105.1	95.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__Methanolinea sp002506105	99.94	0.91	GCA_002506105.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__Methanolinea sp002506105	99.94	0.91	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__	ANI/Placement	topological placement and ANI have congruent species assignments	UBA11423, s__Methanolinea sp11423u, 95.0, 78.01, 0.34; GCA_002509495.1, s__Methanolinea sp002509495, 95.0, 77.79, 0.18; GCF_000235685.2, s__Methanolinea tarda, 95.0, 77.78, 0.19; GCA_002501965.1, s__Methanolinea sp002501965, 95.0, 76.78, 0.26	92.29	11	N/A	N/A
GCA_002495055.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp002495055	GCA_002495055.1	95.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp002495055	100.0	1.0	GCA_002495055.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp002495055	100.0	1.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_003141335.1, s__Methanoregula sp003141335, 95.0, 82.02, 0.57; GCA_002497485.1, s__Methanoregula sp002497485, 95.0, 79.62, 0.22; GCA_002495065.1, s__Methanoregula sp002495065, 95.0, 79.24, 0.35; GCA_002502245.1, s__Methanoregula sp002502245, 95.0, 78.93, 0.25; GCA_003154335.1, s__Methanoregula sp003154335, 95.0, 78.83, 0.38; GCA_002839675.1, s__Methanoregula sp002839675, 95.0, 78.05, 0.22; GCA_002839605.1, s__Methanoregula sp002839605, 95.0, 77.87, 0.18; GCA_003157895.1, s__Methanoregula sp003157895, 95.0, 77.78, 0.21; GCF_000327485.1, s__Methanoregula formicica, 95.0, 77.74, 0.15; UBA11803, s__Methanoregula sp11803u, 95.0, 77.49, 0.17; GCA_002502735.1, s__Methanoregula sp002502735, 95.0, 77.37, 0.1; GCA_002508495.1, s__Methanoregula sp002508495, 95.0, 77.34, 0.14; GCA_003170075.1, s__Methanoregula sp003170075, 95.0, 77.32, 0.17; GCA_002835825.1, s__Methanoregula sp002835825, 95.0, 77.15, 0.17; GCA_003136075.1, s__Methanoregula sp003136075, 95.0, 76.91, 0.18; GCF_000017625.1, s__Methanoregula boonei, 95.0, 76.62, 0.1	88.31	11	N/A	N/A
GCA_002506785.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp002502245	GCA_002502245.1	95.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp002502245	99.83	0.89	GCA_002502245.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp002502245	99.83	0.89	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_003157895.1, s__Methanoregula sp003157895, 95.0, 82.21, 0.63; GCA_002497485.1, s__Methanoregula sp002497485, 95.0, 81.72, 0.6; GCA_002839605.1, s__Methanoregula sp002839605, 95.0, 79.45, 0.4; UBA11803, s__Methanoregula sp11803u, 95.0, 79.45, 0.35; GCA_002835825.1, s__Methanoregula sp002835825, 95.0, 79.24, 0.33; GCF_000327485.1, s__Methanoregula formicica, 95.0, 79.09, 0.34; GCA_002508495.1, s__Methanoregula sp002508495, 95.0, 78.9, 0.33; GCA_002839675.1, s__Methanoregula sp002839675, 95.0, 78.84, 0.29; GCA_002495055.1, s__Methanoregula sp002495055, 95.0, 78.58, 0.25; GCA_003141335.1, s__Methanoregula sp003141335, 95.0, 78.39, 0.28; GCA_003170075.1, s__Methanoregula sp003170075, 95.0, 78.29, 0.27; GCA_002502735.1, s__Methanoregula sp002502735, 95.0, 78.13, 0.25; GCF_000017625.1, s__Methanoregula boonei, 95.0, 77.77, 0.21; GCA_002495065.1, s__Methanoregula sp002495065, 95.0, 77.74, 0.22; GCA_003154335.1, s__Methanoregula sp003154335, 95.0, 77.47, 0.19; GCA_003136075.1, s__Methanoregula sp003136075, 95.0, 77.21, 0.22	94.81	11	N/A	N/A
GCA_002503825.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__UBA467;s__UBA467 sp002503825	GCA_002503825.1	95.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__UBA467;s__UBA467 sp002503825	100.0	1.0	GCA_002503825.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__UBA467;s__UBA467 sp002503825	100.0	1.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__;s__	ANI/Placement	topological placement and ANI have congruent species assignments	N/A	98.36	11	N/A	N/A
GCA_002497445.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp002495055	GCA_002495055.1	95.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp002495055	99.79	0.91	GCA_002495055.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp002495055	99.79	0.91	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_003141335.1, s__Methanoregula sp003141335, 95.0, 81.53, 0.41; GCA_002495065.1, s__Methanoregula sp002495065, 95.0, 78.95, 0.31; GCA_003154335.1, s__Methanoregula sp003154335, 95.0, 78.62, 0.27; GCA_002497485.1, s__Methanoregula sp002497485, 95.0, 78.04, 0.15; GCA_002839675.1, s__Methanoregula sp002839675, 95.0, 77.8, 0.21; GCA_002508495.1, s__Methanoregula sp002508495, 95.0, 77.78, 0.09; GCA_002502245.1, s__Methanoregula sp002502245, 95.0, 77.71, 0.19; GCA_003170075.1, s__Methanoregula sp003170075, 95.0, 77.69, 0.11; GCA_002839605.1, s__Methanoregula sp002839605, 95.0, 77.67, 0.16; GCA_003157895.1, s__Methanoregula sp003157895, 95.0, 77.56, 0.12; GCA_002502735.1, s__Methanoregula sp002502735, 95.0, 77.37, 0.06; GCF_000327485.1, s__Methanoregula formicica, 95.0, 77.35, 0.13; GCA_003136075.1, s__Methanoregula sp003136075, 95.0, 77.07, 0.12; UBA11803, s__Methanoregula sp11803u, 95.0, 76.97, 0.12	45.71	11	N/A	N/A
GCA_002498825.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__Methanolinea sp002506105	GCA_002506105.1	95.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__Methanolinea sp002506105	99.82	0.91	GCA_002506105.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__Methanolinea sp002506105	99.82	0.91	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__	ANI/Placement	topological placement and ANI have congruent species assignments	UBA11423, s__Methanolinea sp11423u, 95.0, 78.09, 0.33; GCF_000235685.2, s__Methanolinea tarda, 95.0, 77.74, 0.2; GCA_002509495.1, s__Methanolinea sp002509495, 95.0, 77.67, 0.19; GCA_002501965.1, s__Methanolinea sp002501965, 95.0, 76.76, 0.27	94.73	11	N/A	N/A
GCA_002494705.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp001512965	GCA_001512965.1	95.0	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp001512965	99.82	0.93	GCA_001512965.1	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__DTU008 sp001512965	99.82	0.93	d__Archaea;p__Thermoplasmatota;c__Thermoplasmata;o__Methanomassiliicoccales;f__Methanomassiliicoccaceae;g__DTU008;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_001421185.1, s__DTU008 sp001421185, 95.0, 81.62, 0.75; GCA_002498285.1, s__DTU008 sp002498285, 95.0, 81.1, 0.68; GCA_002504525.1, s__DTU008 sp002504525, 95.0, 79.98, 0.69	93.72	11	N/A	N/A
GCA_003170075.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003170075	GCA_003170075.1	95.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003170075	100.0	0.99	GCA_003170075.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__Methanoregula sp003170075	100.0	0.99	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanoregula;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCA_002502735.1, s__Methanoregula sp002502735, 95.0, 80.91, 0.58; GCF_000017625.1, s__Methanoregula boonei, 95.0, 80.36, 0.56; GCA_002835825.1, s__Methanoregula sp002835825, 95.0, 78.55, 0.23; GCA_003136075.1, s__Methanoregula sp003136075, 95.0, 78.48, 0.31; GCA_002502245.1, s__Methanoregula sp002502245, 95.0, 78.33, 0.27; GCA_003157895.1, s__Methanoregula sp003157895, 95.0, 78.31, 0.28; GCA_002839605.1, s__Methanoregula sp002839605, 95.0, 78.25, 0.31; GCF_000327485.1, s__Methanoregula formicica, 95.0, 78.07, 0.3; UBA11803, s__Methanoregula sp11803u, 95.0, 78.06, 0.2; GCA_002508495.1, s__Methanoregula sp002508495, 95.0, 78.02, 0.21; GCA_002839675.1, s__Methanoregula sp002839675, 95.0, 77.96, 0.29; GCA_003141335.1, s__Methanoregula sp003141335, 95.0, 77.93, 0.21; GCA_002495055.1, s__Methanoregula sp002495055, 95.0, 77.32, 0.17; GCA_003154335.1, s__Methanoregula sp003154335, 95.0, 77.31, 0.12; GCA_002497485.1, s__Methanoregula sp002497485, 95.0, 77.12, 0.17; GCA_002495065.1, s__Methanoregula sp002495065, 95.0, 76.72, 0.14	97.01	11	N/A	N/A
GCA_002499825.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__Methanolinea sp002506105	GCA_002506105.1	95.0	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__Methanolinea sp002506105	99.96	0.93	GCA_002506105.1	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__Methanolinea sp002506105	99.96	0.93	d__Archaea;p__Halobacterota;c__Methanomicrobia;o__Methanomicrobiales;f__Methanoregulaceae;g__Methanolinea;s__	ANI/Placement	topological placement and ANI have congruent species assignments	UBA11423, s__Methanolinea sp11423u, 95.0, 78.25, 0.34; GCA_002509495.1, s__Methanolinea sp002509495, 95.0, 77.83, 0.19; GCF_000235685.2, s__Methanolinea tarda, 95.0, 77.8, 0.2; GCA_002501965.1, s__Methanolinea sp002501965, 95.0, 76.82, 0.26	95.04	11	N/A	N/A
GCA_002508425.1	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__Methanomethylovorans sp002508425	GCA_002508425.1	95.0	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__Methanomethylovorans sp002508425	100.0	0.99	GCA_002508425.1	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__Methanomethylovorans sp002508425	100.0	0.99	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanosarcinaceae;g__Methanomethylovorans;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_000328665.1, s__Methanomethylovorans hollandica, 95.0, 81.43, 0.64; GCA_001896725.1, s__Methanomethylovorans sp001896725, 95.0, 79.84, 0.56	95.61	11	N/A	N/A
GCA_003104905.1	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__Methanoperedens sp003104905	GCA_003104905.1	95.0	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__Methanoperedens sp003104905	100.0	1.0	GCA_003104905.1	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__Methanoperedens sp003104905	100.0	1.0	d__Archaea;p__Halobacterota;c__Methanosarcinia;o__Methanosarcinales;f__Methanoperedenaceae;g__Methanoperedens;s__	ANI/Placement	topological placement and ANI have congruent species assignments	GCF_002487355.1, s__Methanoperedens sp002487355, 95.0, 80.87, 0.56; GCF_900196725.1, s__Methanoperedens nitroreducens_A, 95.0, 77.81, 0.15; GCF_000685155.1, s__Methanoperedens nitroreducens, 95.0, 76.71, 0.12	98.22	11	N/A	N/A
